Gene_Name	HLA-A	HLA-B	HLA-C	HLA-DMA	HLA-DMB	HLA-DOA	HLA-DOB	HLA-DPA1	HLA-DPB1	HLA-DPB2	HLA-DQA1	HLA-DQA2	HLA-DQB1	HLA-DRA	HLA-DRB1	HLA-DRB5	HLA-E	HLA-F	HLA-H	HLA-J	HLA-L
CGGA_1723	286.41	270.27	172.44	15.14	4.81	0.84	0.78	29.59	15.15	0.12	4.45	0	34.32	27.98	79.48	54.15	98.11	32.52	0.88	0.48	0.29
CGGA_1725	251.61	207.87	254.3	14.75	11.48	1.72	0.36	62.65	30.77	0.35	10.21	0	31.83	42.83	73.19	47.18	88.68	41.47	7.28	0.15	0.54
CGGA_1727	304.37	159.01	16.81	81.11	19.36	2.03	3.17	27.68	5.76	0	0.13	0.12	0.16	34.38	9.68	0.12	201.12	54.91	1.47	0.34	0.22
CGGA_1728	452.49	98.92	51.74	51.14	42.17	6.66	1.36	142.61	49.37	0.14	0.08	0.46	0.07	156.48	41.02	0.07	233.78	84.22	14.15	0.74	0.54
CGGA_1729	341.44	640.99	31.63	31.55	23.51	6.55	1.21	107.53	85.92	0.55	0.32	1.04	0.12	76.53	26.39	0.14	199.73	101.45	6.93	0.39	0.28
CGGA_1731	277.52	167.58	26.95	20.93	31.23	4.38	0.41	74.48	45.29	0.06	0.38	0.05	0.21	57.93	7.13	0.33	157.87	42.92	0.35	0.13	0.25
CGGA_1735	49.27	95.15	144.44	12.06	8.48	1.84	0.06	64.02	24.13	0	0.58	0	0.17	34.38	6.84	2.64	89.31	32.9	1.4	0.47	1.81
CGGA_1736	813.27	657.58	75.25	109.98	53.55	8.73	1.17	197.99	32.45	0.75	0.61	1.24	0.2	331.16	44.41	0	215.01	79.72	2.05	0.52	0.16
CGGA_1737	150.06	362.02	178.85	9.71	6.76	0.1	0.56	7.63	1.2	0.03	0.59	0	11.15	4.62	35.32	21.91	96.32	33.51	3.36	0.12	0.21
CGGA_1738	374.86	635.14	389.94	21.87	22.26	1.88	0.2	44.83	6.97	0.04	0.34	0.36	0	80.29	7.67	0.12	188.97	61.49	20.16	0.53	0.36
CGGA_1739	424.93	846.73	428.39	39.63	23.62	6.34	0.93	315.04	179.33	0.2	32.92	0.27	80.93	156.33	29.85	0.03	169.21	93.26	16.23	0.27	1.76
CGGA_1740	113.56	206.25	23.35	12.43	7.73	1.08	0.6	13.04	14.64	0.09	1.85	0.02	27.43	15.85	33.83	23.83	69.45	42.1	0.97	0.32	0.65
CGGA_1743	109.13	25.53	131.37	7.86	5.44	0.58	0.28	14.79	10.59	0.11	0.63	0.03	8.11	9	23.71	15.83	98.86	22.36	2.55	0.14	0.91
CGGA_1744	1907.32	790.53	81.43	125.08	31.15	5.56	3.51	41.32	91.65	0.18	0	2.14	0	56.69	49.33	0.47	286.8	136.16	3.72	11.28	1.19
CGGA_1745	20.18	5.37	11.67	0.45	0.47	0.2	0	2.35	1.18	0.06	0.48	0	0.85	1.47	2.01	3.13	11.48	2.74	0.19	0.04	0.46
CGGA_1747	203.35	398.44	36.63	113.3	65.83	4.92	0.7	60.73	133.61	0	6.17	0.67	27.93	68.92	172.44	99.47	287.15	92.74	6.94	0.07	0.07
CGGA_1749	108.87	243.39	24.53	16.7	16.46	2.48	0.32	43.84	11.81	0.17	0.06	0.06	0.07	31.33	1.9	0	143.29	35.27	0.83	0.9	0.87
CGGA_1750	66	26.23	26.27	33.14	15.07	1.53	1	35.92	4.05	0.07	11.25	0	10.27	39.61	3.58	0	113.87	27.75	0.53	0.32	1.52
CGGA_1758	219.36	141.29	37.47	6.75	5.23	0.26	1.42	8.36	1.99	0	0	0	0.08	8.91	1.16	0.12	77.84	34.69	2.38	0.06	0.57
CGGA_1760	1171.36	872.15	111.01	36.11	38.14	5.1	2.77	280.58	176.9	0.52	0.78	1.38	4.56	125.37	31.43	2.4	265.43	130.95	4.93	1.1	0.65
CGGA_1764	473.18	248.31	37.32	29.96	22.11	5.29	0.39	318.65	89.93	0	37.91	0.62	15.38	170.63	16.47	0.12	202.43	63.83	10.26	0.22	0.73
CGGA_1767	223.24	34.52	38.61	3.91	7.19	7.56	0.06	19	19.23	0.04	11.41	0.08	1.73	23.15	43.85	57.37	63.65	16.15	1.98	0.04	0.22
CGGA_1769	23.58	111.77	90.09	10.05	13.93	4.36	0.28	94.53	17.1	0.03	0.72	0.33	0.07	106.47	3.37	0.19	122.05	14.91	0.7	0.09	1.5
CGGA_1770	287.37	225.87	22.28	40.35	36.21	8.77	1.06	127.47	21.52	0.19	2.12	3.31	0	270.96	27.15	0	97.27	34.3	1.72	0.1	0.95
CGGA_1771	19.51	74.82	19.55	11.64	7.3	1.14	0.19	22.83	15.45	0	5.05	0	10.68	22.24	2.22	0	56.03	24.02	0.22	0.34	2.44
CGGA_1773	2319.04	2570.41	106.07	20.05	24.65	2.11	0.11	67.73	33.83	0.07	0.07	0.63	0.07	78.22	11.12	0.03	383.32	139.27	7.28	0.95	0.88
CGGA_1776	482.63	504.05	36	59.63	27.52	8.2	0.63	77.39	12.23	0.47	0.21	0.27	0	145.89	17.45	1.01	152.61	62.51	15.6	0.41	1.98
CGGA_1780	19.91	17.98	82.19	2.24	5.6	3.6	0.15	41.41	8.92	0.04	14.01	0.08	7.7	28.55	2.74	0.03	36.55	4.37	0.45	0	0.19
CGGA_1785	527.98	507.94	339.84	28.63	18.81	2.11	1.32	118.25	48.94	0.19	0.08	0.35	0	71.64	16.03	0.17	124.02	33.9	2.51	0.29	0.89
CGGA_1786	298.32	140.9	47.65	6.39	2.98	0.62	0.15	13.19	17.42	0	0.04	0.03	0.07	15.4	2.01	0.11	68.73	55.77	10.14	0.05	0.09
CGGA_1791	49.6	25.49	6.54	3.61	6.23	1.65	0.12	17.74	8.75	0	8.27	0	7.92	18.05	28.49	33.15	44.05	7.89	0	0.04	0.28
CGGA_1807	238.35	228.63	14.45	16.58	8.61	0.65	0.05	20.61	9.31	0.07	4.86	0.17	24.76	30.33	46.89	24.19	41.96	10.39	0.48	0.07	1.13
CGGA_1809	533.62	300.85	34.68	19.92	21.47	3.77	0.21	130.37	78.64	0.13	0	0.28	0.06	68.07	7.18	0.08	109.94	76.59	1.49	0.1	0.76
CGGA_1811	712.13	1197.83	79.94	117.22	117.83	17.81	2.2	497.47	213.93	2.16	36.8	1.93	45.34	362.63	41.02	0.32	485.57	302.78	13.78	1.19	0.6
CGGA_1812	98.97	510.73	23.81	43.51	27.45	6.46	1.09	147.31	15.32	0.53	42.22	0.2	33.77	211.57	12.74	0.04	178.77	108.37	2.77	0.16	0.85
CGGA_1814	256.97	399.74	148.09	31.88	20.59	5.32	0.56	88.36	50.67	0.21	0.09	0.19	0.27	112.54	10.39	0.14	189.58	66.53	0.28	0.39	0.54
CGGA_1815	228.53	579.86	40.22	62.4	31.52	6.51	0.73	200.79	64.88	0.62	0.16	0.51	0.21	143.87	10.41	0.03	282.03	94.55	0.91	0.89	1.58
CGGA_1817	934.32	781.59	40.42	71.26	76.81	10.3	0.98	287.17	170	1.74	0.09	1.11	0	234.6	45.45	2.04	261.27	114.03	13.11	1.63	0.64
CGGA_1819	557.33	129.8	15.28	152.07	28.93	6.33	1.1	155.79	189.16	0.42	0	1.03	0.37	146.08	25.77	1.83	130.88	120.86	5.38	0.9	1
CGGA_1820	903.63	320.51	12.46	15.86	13.9	1.61	0.53	25.85	4.26	0.08	8.6	0.27	4.45	64.47	3.3	0.08	126.53	20.94	10.33	0.93	0.44
CGGA_1826	202.53	868.01	51.23	51.17	41.43	16.15	1.91	359.34	175.9	0.94	45.23	0.91	83.05	268.5	262.94	186.35	182.31	27.77	0.8	2.07	1.21
CGGA_1829	287.14	273.97	159.16	19.53	11.87	2.37	0.19	53.11	3.48	0.95	4.91	0.13	32.63	47.3	83.62	56.16	172.97	53.78	3.25	0.31	1.6
CGGA_1833	183.2	497.01	41.89	19.52	15.21	2.44	0.42	49.81	26.09	0.19	0.13	0.03	0.04	75.91	3.12	0.03	185.01	53.84	2.14	0.21	0.63
CGGA_1840	320.08	123.95	39.34	26.37	18.24	3.19	1.15	181.68	82.96	0.04	21.87	0.44	24.3	99.6	9.76	0	130.1	33.16	1.14	0.09	1.08
CGGA_1850	453.47	388.12	43.25	19.25	21.38	1.06	0.65	65.29	20.72	0.03	9.83	0.12	34.42	67.52	4.15	0.03	206.49	79.97	1.98	0	0.52
CGGA_1854	278.43	264.58	172.04	22.86	35.34	1.34	0.44	34.24	21.88	0.04	1.9	0.08	18.09	48.61	49.75	35.58	133.81	25.96	1.96	0.06	0.33
CGGA_1857	1252.4	1548.33	230.72	307.18	201.02	24.25	2.74	823.57	517.48	1.48	0.46	3.49	0.34	648.9	125.71	0.6	592.15	247.54	53.66	0.36	0.09
CGGA_1862	505.26	342.28	692.85	19.39	11.14	1.62	0.29	32.02	2.37	0.07	4.22	0.07	2.24	42.21	9.86	0.38	237.33	53.02	2.36	0.4	0.29
CGGA_1863	269.23	144.31	18.19	3.07	1.86	0.25	0.13	15.94	15.32	0.13	0.83	0.03	1.76	10.05	17.56	0.53	87.56	34.95	1.76	0.08	0.68
CGGA_1865	271.73	308.57	65.42	85.85	42.64	5.39	2.47	100.8	15.86	0.57	0.19	0.39	0.1	116.92	13.35	0.12	212.14	62.37	1.98	0.06	0.76
CGGA_1866	512.65	357.38	26.38	16.61	9.44	1.5	0.59	78.28	41.59	0.09	0	0.29	0.25	64.35	4.67	0.08	213.4	31.78	1.57	1.13	1.39
CGGA_1870	152.66	228.89	226.26	17.97	2.52	0.28	0.96	6.27	1.83	0.16	1.44	0	2.34	8.91	14.81	0.18	68.58	21.9	1.47	0.11	0.5
CGGA_1875	1122.28	1099.21	76.25	55.68	129.76	13.81	7.37	110.36	33.57	1	0.42	2.35	1.8	349.59	53.45	0.52	397.88	148.46	10.63	1.77	0.15
CGGA_1877	121.95	358.84	19.72	5.1	6.51	0.5	0.29	7.78	3.14	0.29	0.37	0.03	1.64	9.26	1.49	0.47	82.29	38.05	0.71	0.05	0.18
CGGA_1880	175.58	246.59	23.04	10.56	14.94	0.65	0.76	37.79	4.36	0.03	0.03	0.03	0.05	33.1	2.77	0.13	111.78	41.27	1.62	0.08	0.2
CGGA_1882	206.54	135.87	13.33	5.76	10.92	0.99	0.28	23.63	21.48	0.06	0.48	0.19	25.18	21.4	17.34	8.94	111.74	40.12	0.83	0.11	0.2
CGGA_1886	641.07	817.02	422.68	53.84	24.32	3.27	0.91	82.2	53.44	0.28	0.08	0.29	0	69.32	12.74	0.03	147.79	26.78	2.47	0.08	0.26
CGGA_1899	488.31	518.84	482.87	44.41	71.19	11.41	1.26	234.08	139.15	0.62	37.66	0.1	67.52	168.47	415.95	11.8	260.22	107.93	11.98	1.59	0.13
CGGA_1901	1369.31	529.12	106.01	97.67	118.55	17.05	1.98	432.15	357.84	1.59	0.59	4.17	0.52	530.54	93.48	0.07	426.26	166.83	3.7	0.39	0.72
CGGA_1902	307.02	101.05	23.56	11.37	11.29	0.51	0.48	13.03	2.58	0.07	0.76	0.02	2.46	20.29	35.25	16.61	157.95	48.17	6.49	0.23	0.12
CGGA_1903	113.8	174.04	4.12	2.96	5.99	4.4	0.44	1.24	11.11	0	0.61	0	11.03	4.29	1.77	1.31	156.05	26.81	1.78	0.12	0.91
CGGA_1906	485.18	990.23	628.09	148.82	83.05	10.59	1.47	272.09	189.95	0.56	19.69	0.99	255.42	169.77	480.51	314.61	324.07	125.29	0.24	0.55	0.72
CGGA_1908	350.42	358.44	314.59	36.24	29.37	5.56	0.28	115.39	11.75	0.5	70.7	0	59.59	261.82	156.4	129.05	126.51	33.4	8.29	0.2	0.22
CGGA_1911	904.23	6066.1	1100.85	16.84	18.74	2.69	0.73	59.87	24.02	0.15	21.61	1.3	40.07	69.19	96.66	64.39	429.51	280.2	1.73	3.13	0.99
CGGA_1912	271.99	739.21	24.81	5.37	17.85	4.86	0.24	13.43	43.89	0	0.11	0.06	0.79	26.45	19.84	0.88	221.99	94.93	0.09	1.14	0.53
CGGA_1916	314.08	95.05	242.44	15.44	13.42	1.33	0.22	48.07	14.01	0	7.53	0.09	2.79	56.34	3.66	0	77.59	16.43	0.92	0.32	1.55
CGGA_1939	382.94	226.31	391.83	5.78	19.09	1.54	0	6.93	26.3	0	2.55	0.05	37.3	9.68	7.42	1.78	174.76	79.38	0.48	0.39	1
CGGA_194	264.81	141.68	21.24	14.22	10.6	0.73	0.2	17.12	3.13	0.15	1.99	0.11	3.42	18.27	2.09	0.42	131.59	38.52	0.93	0.35	0.72
CGGA_1946	961.46	1461.81	75.26	38.49	23.67	3.09	0.25	61.09	6.33	0.56	14.58	0.36	35.41	111.1	193.84	105.4	290.04	181.63	5.19	1.38	0.52
CGGA_1953	1027.31	1768.87	694.48	60.56	36.6	11.36	0.92	136.54	78.97	0.18	90.71	0.24	114.83	454.23	20.68	0.07	694.47	250.48	12.14	1.15	1.04
CGGA_1955	383.39	121.59	17.84	20.58	11.33	1.61	0.45	72.1	3.07	0.64	2.18	0.06	5.07	24.58	43.33	26.69	112.81	31.5	3.73	0.04	0.37
CGGA_1972	384.59	450.04	56.86	62.49	52.64	6.03	0.41	115.26	121.15	0	57.91	0.07	21.97	319.21	234.44	130.48	244.15	70.98	13.89	0.82	0.48
CGGA_1976	237.09	166.89	61.52	20.47	13.62	1.55	0.52	84.79	47.5	0.3	15.73	0.23	9.68	76.39	103.48	6.05	148.14	64.55	1.41	1.72	0.77
CGGA_1985	81.72	97.31	19.73	45.12	23.46	2.61	2.53	198.21	167.96	0.22	23.45	0.38	10.88	179.67	247.27	159.82	84.31	20.42	0.07	0.07	0.6
CGGA_1994	349.99	118.14	21.59	5.96	7.16	0.6	0.05	18.98	13.57	0.05	1.24	0	4.3	9.03	30.67	1.38	110.53	48.77	0.16	0.26	0.88
CGGA_2002	68.95	134.5	17.4	19.49	20.45	2.2	0.22	67.21	41.38	0.1	11.42	0.15	3.72	53.21	3.77	0.32	195.23	13.84	0.08	0.1	0.29
CGGA_2003	361.51	534.47	312.01	51.47	41.79	8.47	0.83	250.44	236.66	0.25	40.71	1.34	81.08	222.26	20.66	0.37	242.05	62.48	1.86	0	0.57
CGGA_2006	1015.32	289.43	48.42	128.58	76.83	14.93	0.25	737.87	67.81	0.26	196.79	0.93	217.84	905.99	966.46	741.38	206.83	26.41	0.42	0	0.14
CGGA_2008	1194.47	519.41	236.99	120.71	63.22	9.85	0.68	372.51	467.85	0.41	0.17	3.45	0.28	377.21	67.97	4.52	343.4	120.59	2.14	0.07	0.18
CGGA_2013	302.45	77.11	183.37	36.27	6.23	1.06	0	46.43	7.16	0	17.15	0	6.43	73.16	5.51	0.08	169.89	31.21	0.74	0.11	0.09
CGGA_2024	104.5	67.26	11.53	6.62	5.13	0.58	0.03	16.78	9.71	0.35	0.15	0.15	0.12	12.26	1.25	0.15	90.09	12.95	2.22	0	0.54
CGGA_2038	887.19	386.93	42.03	60.92	28.52	7.06	0.39	670.4	223.51	0.04	87.82	0.05	30.05	219.26	185.74	165.25	248.22	36.82	47.24	0.03	0.2
CGGA_2039	80.92	243.86	22.23	11.42	4.14	1.44	0.21	36.25	37.82	0.04	3.57	0	32.92	22.04	5.35	0.07	145.77	44.98	5.42	0.13	0.44
CGGA_2046	1527.8	1046.33	721.4	72.41	54.75	9.59	0.34	367.62	160.78	0.21	125.79	0.09	169.79	430.41	639.86	494.31	310.45	80.07	1.36	0	0.28
CGGA_2047	316.19	478.91	89.54	77.23	78.6	11.28	0.3	473.4	149.75	0.93	74.48	7.75	20.67	618.44	229.64	21.17	692.54	110.78	0.31	0.05	0.09
CGGA_2053	206.05	145.49	135.87	6.34	3.36	0.55	0.09	22.62	12.77	0.04	3.2	0.45	18.47	35.41	36.11	25.08	79.14	17.91	2.93	0.15	0.77
CGGA_2056	571.51	789.42	995.01	77.85	39.48	7.1	1.36	468.3	173.35	1.08	0.34	1.05	0.14	307.15	36.07	0.11	307.72	102.93	0.35	0	0.17
CGGA_2062	398.73	285.6	48.28	54.31	44.56	6.36	0.08	123.13	11.74	0.41	29.85	0.49	55.65	164.01	164.14	119.77	178.51	33.16	15.3	0.23	0.34
CGGA_2075	1404.76	1287.04	63.7	99.32	26.37	2.86	0.3	327.22	148.97	0.63	0.8	1.1	0.1	304.72	21.56	0.07	212.2	36.59	32.58	1.19	0.28
CGGA_2078	470.77	567.57	61.02	77.37	51.97	10.91	0.89	297.02	143.36	1.17	89.59	0.69	33.55	347.55	384.43	295.46	317.22	72.56	15.57	0.92	0.17
CGGA_2079	431.76	392.04	32.36	13.44	6.35	1.17	0.09	54.45	5.35	1.15	10.6	0.17	4.21	54.33	60.11	48.14	86.85	32.72	9	0.03	0.13
CGGA_2081	546.81	575.67	62.08	4.02	1.39	0.21	0	20.94	9.9	0.04	0	0.12	0.07	8.27	1.14	0.04	212.59	47.8	27.23	0.15	0.22
CGGA_2082	703.37	786.2	460.37	73.81	99.3	9.48	0.43	359.19	188.68	0.18	39.04	0.52	85.33	227.67	20.9	0.2	273.17	69.69	5.6	0.03	0.32
CGGA_2088	1747.97	483.58	129.01	63.88	33.18	9.26	1.23	474.82	246.47	1.13	46.91	1.82	27.72	287.5	65.78	0.17	392.42	122.98	8.48	0.68	0.5
CGGA_2106	468.5	141.29	17.32	5.77	2.42	1.13	0.3	89.9	25.71	0	0.06	0.15	0.11	34.26	4.11	0.11	147.74	48.38	1.68	0.09	0.3
CGGA_2115	117.91	225.31	26.62	28.31	16.57	1.97	0.1	78.08	47.66	0.23	15.66	0.85	30.82	144.6	110.77	73.35	98.39	17.29	4.83	0	0.58
CGGA_2121	929.02	1411.6	92.22	184.53	60.12	20.08	2.05	449.37	58.46	1.39	196.35	2.54	55.16	625.02	84.9	0.07	409.27	135.62	29.91	0.16	0.44
CGGA_2129	403.46	236.39	158.91	25.46	16.14	2.05	0.17	135.18	39.31	0	21.55	0.19	2.87	88.3	76.14	70.14	146.17	18.07	2.86	0	0.04
CGGA_265	888.6	437.67	37.99	67.05	33.04	6.33	0.77	236.99	154.98	0	0.15	0.63	0.06	130.33	26.54	0.35	246.38	63.51	3.77	0.13	1.37
CGGA_279	209.98	284.95	20.45	34.09	30.5	6.14	0.1	251.1	69.11	0.1	15.23	0	39.68	118.4	210.51	9.06	124.57	39.55	8.43	0.06	0.44
CGGA_28	99.37	37	3.98	14.05	2.91	1.47	0.12	8.73	1.78	0.11	1.05	0	7.89	12	9.04	11	62.01	20.21	3.86	0.05	0.09
CGGA_288	419.97	272.25	51.53	63.79	46.19	4.5	0.36	247.92	122.94	0.31	1.08	4.52	0.07	314.67	25.01	2.31	272.06	65.09	18.69	0.08	0.05
CGGA_290	35.5	151.06	96.75	9.74	9.06	1.09	0	49.77	2.85	0.12	7.6	0	8.49	49.18	18.48	16.23	133.67	12.2	0.36	0	1.46
CGGA_320	104.03	122.02	379.96	19.81	17.88	1.77	0.2	60.57	36.98	0.11	0.09	0.28	0	47.38	3.51	0	127.51	25.71	5.5	0	0.6
CGGA_336	210.12	70.55	14.64	15.07	14.8	4.25	0.41	136.61	47.18	0.36	2.49	5.19	0.07	257.12	4.91	0.26	121.58	75.99	6.5	0.05	0.81
CGGA_358	267.17	441.13	26.77	86.75	49.51	4.94	1	284.6	130.08	0.48	0.26	0	0.25	175.19	15.68	0.76	185.87	42.07	0.5	0.56	0.61
CGGA_362	454.17	320.07	115.37	87.17	51.72	18.55	3.08	168.61	29	1.16	208.6	0.64	42.25	399.4	15.99	0	297.18	89.78	5.44	0.52	2.36
CGGA_369	165.62	103.25	17.45	13.52	12.92	1.63	0.2	49.61	29.73	0.12	0.69	0.03	2.5	50.89	5.76	1.43	109.07	19.44	0.78	0.16	0.88
CGGA_406	30.95	50.58	2.55	6.04	5.76	1.99	0.11	25.48	2.39	0.06	0.07	0.1	0.12	33.61	4.58	0.19	25.36	4.95	0.11	0.05	0.52
CGGA_42	72.3	119.35	180.87	15.31	19.71	1.67	4.27	47.51	38.54	0.11	9.01	0.18	13.91	38.16	3.26	0.1	125.19	45.23	0.47	0	0.36
CGGA_420	414.72	96.13	226.59	7.25	4.96	0.67	0.12	46.11	42.82	0	4.1	0.03	11.31	38.96	44.73	30.45	25.86	46.32	0.23	0.32	1.38
CGGA_457	105.71	121.13	6.62	10.79	6.44	0.67	0.7	30.28	16.89	0.04	4.95	0	3.51	31.91	2.62	0.45	42.05	9.91	0.41	0	0.46
CGGA_474	535.38	105.57	11.07	8.45	5.67	11.1	0.11	20.76	29.32	0.16	4.66	0.17	3.22	43.19	47.81	29.37	86.64	17.99	3.48	0.04	0.47
CGGA_482	249.04	315.3	28.91	36.11	22.02	3.07	0.58	134.97	24.51	0.11	0.2	0.56	0.07	82.12	8.78	0	153.88	34.38	1.15	0.1	0.44
CGGA_487	145.54	259.3	293.88	49.19	58.47	16.34	0.86	294.75	136.22	0.08	66.16	3.3	50.77	240.15	14.35	0.15	208.47	45.19	0.43	0.67	0.6
CGGA_492	218.28	785.99	25.48	98.42	115.44	30.07	3.36	624.9	445.98	1.27	134.25	0.2	230.72	565.72	575.71	400.78	296.74	97.23	1.91	0.31	1.16
CGGA_503	105.29	89.76	11.49	11.6	12.46	3.21	0.63	59.02	12.58	0.11	3.92	0.16	2.81	48.75	4.63	0.03	111.95	20.33	0.2	0.19	1.4
CGGA_507	106.31	68.99	7.7	17.54	11.33	1.64	0.93	21.83	5.15	0.09	0.19	0.07	0.07	48.3	9.12	0.78	93.67	26.71	2.58	0.31	2.57
CGGA_509	617.13	107.94	30.94	19.53	9.43	2.02	0.48	24.4	7.06	0.12	10.18	1.47	13.93	70.49	6.73	0.04	43.85	27.74	8.56	0.16	1.05
CGGA_521	190.03	112.41	80.33	52.99	43.61	8.63	0.4	219.72	57.61	0	42.83	0.07	11.12	228.36	11.89	0	275.85	97.17	0.53	1.01	0.93
CGGA_530	479.95	802.82	337.72	55.74	59.96	13.37	0.89	169.03	22.41	0.47	1.27	0.2	0.49	225.91	15.02	1.18	135.97	56.83	2.32	0.44	1.14
CGGA_554	221.48	408.63	23.63	15.05	18.16	3.34	0.17	62.32	46.29	0.48	0	0.21	0	27.85	17.55	0.27	155.49	64.96	1.44	0.14	0.44
CGGA_568	421.73	359.89	66.38	22.14	18.43	2.9	3.02	146.83	56.32	0.03	11.83	0.68	58.1	77.79	161.5	96.75	215.94	94.54	9.73	0.28	1.29
CGGA_583	10.77	2.98	14.88	0.27	0.99	0.17	0	1.69	0.73	0	0	0	0.31	0.31	1.03	1.91	10.43	1.27	0.2	0	0.09
CGGA_619	383.08	76.35	34.1	26.2	29.59	3.36	0.4	82.68	10.28	0.08	0.15	0.79	0.19	95.5	19.5	0.11	149.42	46.34	7.67	0.2	0.53
CGGA_621	223.61	167.1	11.2	17.5	12.12	1.13	0.24	79.42	60.4	0.04	8.9	0	36.05	30.79	86.37	54.16	98.52	33.18	5.21	0.07	0.72
CGGA_625	101.86	161.87	29.42	45.16	16.7	1.15	0.72	17.37	14.57	0	0.23	0.06	0.03	17.91	6.47	0.28	138.68	40.08	0.55	0	0.2
CGGA_634	79.75	80.47	114.42	2.37	2.11	0.42	0.33	10.33	8.41	0.12	0.19	0.05	2.83	9.06	11.39	5.81	83.01	20.12	4.58	0.1	1.43
CGGA_652	289.45	113.49	324.48	29.95	19.6	4.26	0.53	126.07	41.95	0.17	21.88	0	17.97	85.67	6.36	0	140.28	36.34	11.52	0.13	0.53
CGGA_663	63.12	91.27	4.59	6.66	7.12	0.73	0.3	14.15	2.14	0.11	1.19	0	4.1	13.78	19.22	12.01	67.03	12.24	1.19	0.14	1.6
CGGA_703	429.48	880.58	595.08	107.44	91.07	21.96	1.89	394.59	79.6	2.87	0.17	3.6	0.03	637.91	152.57	4.23	281.98	102.17	13.96	2.14	0.78
CGGA_705	183.44	221.07	250.28	24.82	20.18	5.53	0.52	90.89	37.04	0.03	20.09	1.75	5.47	170.47	84.59	60.22	225.67	31.23	1.08	0.06	0.66
CGGA_707	32.44	98.25	8.47	8.49	6.83	2.54	1.28	34.67	9.77	0.04	5.35	0	9.25	40.01	16.33	1.38	100.34	15.57	0.14	0.06	0.75
CGGA_720	87.83	25.23	16.96	15.34	8.34	0.68	2.18	22.11	2.66	0.04	2.02	0.13	2.16	22.86	4.87	0.17	71.92	15.32	0.13	0.15	0.37
CGGA_721	40.36	184.78	42.45	24.19	30.7	5.17	0.57	127.2	75.51	0.12	12.13	0.02	6.19	81.58	3.74	0	165.89	40.15	0.85	0.26	0.96
CGGA_724	209.46	235.29	23.27	9.39	6.56	0.78	0.16	20.49	6.06	0.24	3.03	0	15.61	23.88	75.41	34.36	128.08	34.92	2.11	0.26	0.45
CGGA_730	84.25	344.88	19.06	26.34	16.01	2.7	0.28	52.45	3.86	0.18	18.82	0.15	4.43	68.69	3.31	0.17	186.73	28.98	0.24	0.62	0.75
CGGA_763	46.83	48.47	9.56	16.84	9.27	2.41	0	79.61	30.05	0	5.56	0.03	4	33.38	5.17	0.16	95.52	17.54	0.24	0	1.36
CGGA_777	362.52	339.24	320.82	62.91	55.03	9.37	0.15	145.1	48.05	0.15	24.39	1.52	39.68	167.32	116.75	85.19	194.68	37.19	7.06	0.7	0.65
CGGA_780	270.98	231.79	197.45	23.83	19.8	4.83	0.69	84.61	12.86	0.41	0.07	0	0.05	144.85	10.78	0.08	143.72	67.3	11.4	0.43	1.13
CGGA_799	383.2	212.73	196.93	12.63	8.32	2.54	0.35	70.48	47.63	0.2	0.07	0.12	0.02	40.17	3.56	0.06	62.11	64.54	2.51	0.36	1.34
CGGA_809	102.49	403.08	33.49	32.85	18.6	2.63	0.74	72.81	26.26	0.03	0.21	0.02	0.16	56.31	3.57	0.06	144.47	54.13	2.25	0.09	0.42
CGGA_810	137.06	837.5	473.52	30.98	26.63	4.37	0.96	117.69	66.05	0.18	28.02	3.36	52.63	208.8	13.49	0.16	300.85	179.8	1.03	0.12	2.06
CGGA_825	62.57	92.16	157.5	44.18	32.57	6.38	0.4	146.3	89.4	0	10.53	0.09	7.98	93.15	9.67	0	163.05	21.13	0.2	0.19	0.34
CGGA_831	312.96	171.76	65.46	43.44	34.74	9.74	2.58	263.75	75.82	0.47	37.08	0.99	14.02	202.06	283.33	201.2	180.81	54.92	11.24	1.32	1.82
CGGA_846	274.45	258.02	41.17	44.75	44.14	6.89	0.76	125.37	18.86	0.11	23.7	0	44.1	145	263.46	210.79	239.92	80.67	15.41	0.52	0.44
CGGA_852	160.37	198.42	19.49	36.59	44.77	7.42	1.23	283.3	66.1	0	0.21	0.23	0.22	145.76	16.35	1.19	379.87	24.9	10.67	0.04	0.27
CGGA_861	151.23	157.87	27.39	32.1	31.89	4.88	0.22	94.57	24.91	0	7.76	0.11	21.1	51.35	8.34	0	217.68	33.77	0.61	0.22	0.53
CGGA_862	93.99	111.15	90.09	5.89	5.47	0.86	0.15	21.65	10.58	0.2	3.54	0	1.79	19.66	15.87	0.86	93.88	24.82	0.52	0.15	1.84
CGGA_863	79.32	74.39	99.09	17.43	16.21	5.59	0.1	111.42	45.83	0.23	17.73	0.07	6.14	71.86	7.35	0.03	106.96	24.54	1.98	0.09	0.59
CGGA_867	406	118.67	298.49	60.49	62.93	12.3	0.77	253.12	141.48	0.35	40.88	3.06	98.72	228.41	281.52	216.16	184.53	45.56	7.71	0.19	1.01
CGGA_869	5726.16	9134.12	2756.98	147.43	58.74	5.44	1.12	207.24	34.8	0.39	1.29	1.43	3.51	117.72	70.3	5.54	402.27	522.86	87.54	3.24	0.68
CGGA_881	308.73	365.03	527.43	46.88	41.22	8.52	0.45	159.9	23.97	0.36	64.89	0.28	13.84	286.12	25.18	1.9	163.92	117.66	3.14	3.04	2.53
