id	HLA-A	HLA-B	HLA-C	HLA-DMA	HLA-DMB	HLA-DOA	HLA-DOB	HLA-DPA1	HLA-DPB1	HLA-DPB2	HLA-DQA1	HLA-DQA2	HLA-DQB1	HLA-DQB2	HLA-DRA	HLA-DRB1	HLA-DRB5	HLA-DRB6	HLA-E	HLA-F	HLA-G	HLA-H	HLA-J	HLA-L
TCGA.12.0618.01A.01R.1849.01	197.6546914	108.2273598	114.3068885	9.146635323	5.196835793	4.372409636	0.240427236	19.46197726	28.66833207	0.107383126	5.744462416	0.157833466	12.04512845	0.118608581	194.3366122	91.13731071	52.41660142	0.336888238	84.58974903	3.18142914	0.66269337	3.511506601	1.955766113	1.270261428
TCGA.02.2485.01A.01R.1849.01	229.5373864	252.6921279	283.8513542	17.7932598	7.470720083	4.103968257	1.438891448	39.57138237	42.5042984	0.556970898	10.55536563	8.882575504	10.49647634	3.881585484	357.9035316	155.4572002	21.01586337	6.112558589	137.2069614	3.655232233	0.421229645	5.594876245	0.246720221	0.454807775
TCGA.15.0742.01A.01R.1850.01	377.7987082	197.1558771	200.9718055	15.22470482	5.078482611	3.425031937	0.8636437	25.07388491	34.57721489	0.155379841	4.629767461	0.207618017	14.69690978	0.122587646	204.4480887	138.7586177	122.9765299	0.187486988	142.6237378	4.247391662	0.282028072	5.959492247	0.843722738	0.562451675
TCGA.06.0210.01A.01R.1849.01	428.4420334	460.1220439	246.3249001	34.88446594	19.5960113	10.10779979	0.417964153	53.32980535	58.89259586	0.04735228	13.17141237	2.0506893	31.64414614	0.149435204	585.0670171	193.0404307	11.03383291	9.184771093	160.2114661	5.784350396	0.698331983	27.85834879	1.066440582	1.338422307
TCGA.28.5204.01A.01R.1850.01	665.4785361	768.8469546	730.1018143	23.27861525	13.52390413	7.329841023	0.816446934	35.05864447	51.96030933	0.338606786	8.568848741	1.905440814	10.1416323	1.421213494	469.2074239	213.0356022	29.84039489	5.981542507	233.3530009	12.71202557	0.430220761	13.99904261	1.551706008	0.385784153
TCGA.06.0168.01A.01R.1849.01	464.8332161	565.3138529	461.9859078	50.98898302	20.13700246	11.06088803	0.351880636	76.12243955	125.2070983	0.408621388	12.62378766	9.330724614	15.46495303	2.82085771	1068.161848	349.1456678	110.9763802	20.70841425	251.1064276	12.85529287	1.807854128	13.94383204	2.300683459	2.508883365
TCGA.28.2514.01A.02R.1850.01	533.2460525	344.669595	325.7944589	14.16755372	6.519905981	5.749675465	0.614410924	29.63992723	40.23207729	0.455154023	2.952208353	7.839355671	3.114496911	1.271393509	275.644967	82.306579	31.64794685	9.395866351	232.7477599	8.163953801	1.473663285	11.81658502	3.15591926	2.438392962
TCGA.06.0221.02A.11R.2005.01	73.27555826	79.48226316	60.08710125	9.24660082	4.854411951	3.116645735	1.212577962	24.36013855	28.58389915	0.112648493	3.62647811	5.410675633	2.490027856	1.11093188	156.2293783	71.63200163	10.7641893	5.284114815	68.64931672	2.277876015	0.178908553	1.829510191	0.261973239	0.712110362
TCGA.14.1829.01A.01R.1850.01	658.2391823	466.5928209	364.3512812	46.76105858	52.12368876	14.34288151	0.783565112	99.26501412	121.9990832	0.323868046	21.5836333	2.056305054	14.93924072	1.788620372	2338.288737	533.9896226	17.3904656	31.07718951	197.6292324	8.382450359	1.147705146	24.31543203	1.736659103	2.048460839
TCGA.06.0152.02A.01R.2005.01	532.1474971	632.1737497	473.0666247	34.43821595	19.46941997	13.84564739	1.442177711	89.97812841	102.5781059	0.653263033	20.66107129	37.24737161	16.06273334	11.43239592	796.5354939	330.8360093	39.45595601	23.4468849	180.5221776	13.95757841	0.463512573	49.60810983	0.965320249	2.281862716
TCGA.06.0187.01A.01R.1849.01	663.8352619	704.8497458	620.4515662	26.38170649	11.24738692	5.70714413	0.528149983	36.20346155	42.39654127	0.089441649	5.849519656	3.487788354	14.54911939	1.058481058	426.8123567	163.5974779	107.1677269	8.649302361	254.6714067	15.42466768	0.475437339	21.93605416	1.075989767	1.979391167
TCGA.06.0744.01A.01R.1849.01	348.8476214	222.2780593	206.3596641	30.14246214	16.85435871	5.848351321	0.744901595	30.46295434	54.91974501	0.175706573	9.474976631	4.441442155	21.32115153	2.12202143	439.7225949	247.0339894	106.2563513	1.630876653	107.4583695	5.373982716	0.294390349	7.458403679	0.833783194	0.612818567
TCGA.26.5139.01A.01R.1850.01	291.8257091	481.3874151	301.0779479	22.24394607	10.78597146	8.394429003	0.427616389	31.30004505	52.64795486	0.193110374	6.614236394	4.431329158	13.10954366	0.870601853	386.5655872	111.6012098	24.99487557	10.33583642	200.3043726	3.781644218	0.938872248	14.27687747	1.661309736	1.816094444
TCGA.06.0125.01A.01R.1849.01	142.4090484	109.4432522	73.66243027	11.37021808	5.228179113	3.053618361	0.1875457	21.77954209	31.34424135	0.114624971	5.247563259	0.252716471	8.444475816	0.217041365	210.3654774	100.7433945	50.53687595	0.525580559	83.54407274	1.985213679	0.228859839	9.370800521	0.482631455	0.679629254
TCGA.06.0190.02A.01R.2005.01	327.1718719	437.3184922	290.7582441	51.68097972	19.65012141	15.0569009	0.528301146	108.0224307	126.2881712	0.140591391	11.82933089	33.92174053	18.43137915	8.298849904	1195.937472	445.8464301	57.4213381	38.07707603	198.4750899	8.020673803	0.603166283	21.53184674	0.800965753	0.913826629
TCGA.12.0616.01A.01R.1849.01	468.4969462	445.8909576	374.9394619	41.16806601	21.97072918	13.70429355	0.905872439	103.2380188	84.84077926	0.660043526	21.69177258	5.478707745	15.71371975	4.60533328	1081.801026	451.8817928	64.85189564	12.2700399	181.04051	10.32933155	0.561579858	15.20629473	1.050252856	0.779342946
TCGA.76.4928.01B.01R.1850.01	510.7030306	611.472186	337.0826895	22.75319761	11.85588194	5.260496777	0.256751692	34.04722564	51.03509529	0.092530211	5.369284317	0.107938421	19.05615842	0.186561022	403.2132469	192.0869157	107.2762957	1.141314488	148.7118599	11.55502919	1.82879399	30.75335001	2.395995134	1.437304482
TCGA.06.0156.01A.03R.1849.01	412.4765442	319.412179	173.9634969	37.05987589	20.30867332	10.83806496	0.837598562	77.38536737	77.45629284	0.246794666	9.38900723	28.18115405	12.76483301	5.749665724	1233.447075	294.2476422	64.90861012	27.30922785	152.8501962	5.173011987	0.527004725	7.608354229	2.757760251	1.160331815
TCGA.06.0686.01A.01R.1849.01	328.9101413	277.0821535	140.9169203	28.76057071	14.16286187	7.85585762	0.302085104	53.84848496	61.939244	0.37778066	13.1513076	1.274850371	28.80676577	0.702550678	403.5169674	225.5426692	190.792083	1.237290677	130.4826281	4.643641987	1.297941818	5.436259757	2.166673482	1.607785863
TCGA.06.0750.01A.01R.1849.01	614.9616687	593.7006841	550.6250124	52.56443081	22.57418134	12.89546741	0.91130157	79.41072035	115.296057	0.391944055	16.60042729	16.11668468	11.47912279	1.855356474	1177.612244	342.5703254	76.69660811	19.65829006	235.5686972	16.0845704	0.829981739	26.24403989	3.709955968	2.71501059
TCGA.28.1747.01C.01R.1850.01	550.2750516	583.8393659	457.0993994	36.65903697	20.77230347	9.637427422	0.988797235	81.34187386	53.09154216	0.21117072	9.89853223	2.078451968	24.75141309	1.759755999	572.8170755	313.2419659	16.77634053	15.75021433	402.4523522	11.91057331	0.562962214	14.79736432	0.891724582	0.820899801
TCGA.41.5651.01A.01R.1850.01	221.1583014	159.9694079	161.7575618	11.40050408	4.45108186	4.485731713	0.266467406	20.85727265	27.99219577	0.201132929	4.342010798	1.202005795	9.96452258	1.245065015	174.7342322	100.4240864	45.9143009	2.016229851	82.66862424	2.331810737	0.772271817	3.229871856	0.287846768	0.32376879
TCGA.19.2629.01A.01R.1850.01	573.789548	378.4735289	510.0040261	55.73038059	17.07996732	29.40222676	0.916210338	118.4197381	119.4181667	0.212789851	19.60060116	4.350448672	19.91787546	3.207420985	899.1491148	449.3802844	66.14440077	11.82447373	267.7331127	7.279910728	1.138368847	6.556183651	1.732695816	1.129508344
TCGA.32.4213.01A.01R.1850.01	1161.576126	803.6270255	679.5362205	72.29951793	30.53696802	18.23754495	0.695769134	115.9506864	270.5349428	0.969554289	15.04929654	55.13650812	24.57891297	11.19353933	1849.020825	421.0919016	169.1230995	69.45303926	310.2573725	13.87416854	1.261208831	10.37965662	3.196245881	1.822280662
TCGA.06.0157.01A.01R.1849.01	248.7357871	276.9342994	197.7593306	41.19991259	19.78213956	12.8644084	0.717675402	97.48763531	90.374788	0.281885484	13.25695642	28.43623961	15.17891051	5.666234235	844.0325461	306.3371135	68.05715505	26.5895521	117.1687859	3.798140579	0.42266486	6.280025696	0.480034883	0.712422342
TCGA.76.4925.01A.01R.1850.01	228.3091973	183.4511441	145.1428861	8.481028818	4.068363618	2.097954209	0.111396782	11.92472055	14.71420038	0.140139472	1.100561177	0.577194676	1.899242436	0.714411509	111.4513051	53.04004555	5.845133532	2.991723268	99.39448667	1.374432408	0.215232314	2.848427224	0.5911165	0.419840743
TCGA.06.2565.01A.01R.1849.01	267.5361128	302.4202989	239.1179212	28.78690278	12.80652244	9.829961497	1.167319873	64.86230653	84.08342195	0.497449616	16.47393415	19.49323559	17.78808413	2.649139965	593.1153948	234.0454664	162.1685747	10.74431146	184.4526454	5.315905611	0.564321742	20.75127411	1.083794756	1.738588666
TCGA.06.0158.01A.01R.1849.01	233.9041656	308.4622636	309.8251314	35.74503004	17.60259634	16.60686764	2.428133989	85.58030715	86.18363792	0.160469058	18.33932094	20.93859477	30.91207726	3.816170333	693.9427112	249.7888644	34.32072918	18.38081261	229.0226728	7.97857606	0.353679474	24.36318548	0.549955157	1.432499183
TCGA.06.5413.01A.01R.1849.01	373.0674996	318.4221819	319.5819566	58.2116981	32.23271479	16.95209972	1.10192373	110.7272828	115.5536359	0.329042297	21.04418212	3.262594952	23.30790821	3.67285141	1623.488599	533.4507584	63.46396046	14.10207531	242.2701666	7.836345196	0.973281137	18.76937676	1.754176259	0.378995803
TCGA.76.4926.01B.01R.1850.01	223.7277254	222.3405162	147.590156	18.4400383	8.97800106	5.49719503	0.076151751	35.1417179	41.88046851	0.210024149	4.171982525	5.5704706	5.106794805	2.223862061	344.1079878	100.4345383	21.36386	10.17692631	250.4074924	3.983681894	0.431371809	8.246049966	0.703553164	1.291529546
TCGA.06.5417.01A.01R.1849.01	169.1490869	143.9279413	105.2929184	10.57001972	5.931495149	2.019307923	0.266957999	13.87867327	28.99747972	0.103334992	4.439511142	1.464590441	8.529772603	0.611449658	209.5762811	91.73357897	11.21922773	5.236886483	81.25082816	1.808719348	1.031591527	9.126667195	0.708293704	0.525591241
TCGA.06.2562.01A.01R.1849.01	280.5957482	222.556408	175.5207656	20.9174489	10.03604384	7.48047818	0.234096804	34.56060848	37.89766555	0.098852696	3.504868211	8.043132733	6.05936386	1.569554638	376.2580735	149.8709967	13.60401386	7.932071522	143.0057924	2.986981505	0.51585071	11.11190888	2.262601484	1.960892713
TCGA.41.3915.01A.01R.1850.01	407.8577188	314.8427635	336.557984	53.44808477	23.0194886	22.23704076	1.256293041	100.3272876	94.42730739	0.322308553	19.29742047	32.50245115	38.43239622	3.131743028	1052.464653	415.9310184	271.8270098	21.26719612	218.8949773	7.682459443	0.754365781	5.497694877	1.94344396	1.203014094
TCGA.06.0130.01A.01R.1849.01	553.7681134	771.1915193	479.7509709	115.7558376	62.19184833	45.19050511	2.498002928	273.5577694	349.0160326	1.666978956	98.26078343	49.62317334	145.8614616	17.26291087	2916.179515	1255.907309	613.4715906	7.824017333	310.9464501	19.88401292	0.595612867	8.737771182	1.400944159	1.930365613
TCGA.06.0745.01A.01R.1849.01	590.7389591	455.4577739	326.4613262	42.02152403	20.41771729	13.66068482	0.861665088	91.02574891	100.1540716	0.63371877	11.63821594	2.649613864	23.18248852	3.096338637	762.6722007	302.58349	26.2875934	9.766288571	182.741211	10.20939287	1.039265737	41.14424589	3.3965987	1.670609386
TCGA.19.5960.01A.11R.1850.01	65.28603496	70.11236262	62.56054104	11.19531815	5.125022159	4.156392057	0.283312758	21.19722807	32.78350023	0.293747268	5.615250222	0.616792165	12.8501252	1.075335168	165.7322088	75.5597268	38.45011864	2.027432127	86.50447289	3.338246249	0.095971881	2.298518772	0.207097217	0.290278863
TCGA.06.0645.01A.01R.1849.01	536.3410407	638.3382989	328.7664957	52.61081504	29.71425119	15.13869951	0.381541881	93.28153116	106.4769144	0.156376062	16.74753686	31.34361836	38.92820073	2.930123448	910.7602472	328.261815	55.51763891	28.4763246	333.9947387	12.96050948	1.584752679	9.588021314	1.901267501	1.18548489
TCGA.06.5858.01A.01R.1849.01	398.8881016	353.8145146	444.4010296	27.80159128	16.42290131	12.78025585	0.778683639	53.41828647	56.95251029	0.168792657	5.976267467	14.75907295	12.33590705	4.718013963	451.0380922	149.4133071	25.32272602	13.57324273	217.8766698	5.14919232	1.903892539	40.88689695	3.411860662	2.099012356
TCGA.27.2521.01A.01R.1850.01	166.5238715	97.80299703	106.9450749	10.43029085	4.015829196	2.143735283	0.063410841	19.51324103	26.59438386	0.036817919	1.768875928	3.994244966	3.375476454	1.132859056	173.7345568	71.73847349	11.09602479	5.967871891	72.10949354	1.709463965	0.144793481	3.404089865	0.468673636	0.363831937
TCGA.19.1787.01B.01R.1850.01	437.398219	447.3099394	288.2789238	29.21650347	13.75662856	12.17634304	0.784699017	70.6295388	78.58131876	0.260351924	9.605382473	12.90888327	11.88051119	5.284532505	615.5104091	226.6354059	57.61554263	16.76419353	224.7531242	6.166201086	0.966603337	17.27617278	0.880683041	1.602827136
TCGA.06.0178.01A.01R.1849.01	163.8248303	268.098005	126.7751708	37.9048571	43.44353009	6.978065762	1.082069283	38.17752402	58.93327905	0.188482943	5.7576138	23.58098065	4.786380343	1.834022065	1445.507106	233.3680941	87.87892572	43.17387076	85.14994143	3.333830042	0.484660244	5.411432434	0.56906315	0.506729802
TCGA.12.3652.01A.01R.1849.01	1565.582374	792.882826	536.9136245	10.57732175	3.959514524	1.094406669	0.285657242	20.62465344	31.35133121	0.090468947	2.145377846	3.767560692	4.186464045	0.511527247	218.4448113	87.91583549	17.42364903	6.713532709	185.2641847	11.4235624	1.9841932	17.80763455	3.912569714	2.625051126
TCGA.28.5220.01A.01R.1850.01	168.4627219	232.7256454	177.468984	26.99152446	18.12583658	9.287792082	0.515774518	68.52209835	84.31407685	0.111431285	7.441621571	9.666152184	4.349092174	2.90116956	772.0795186	174.5642866	41.47720067	14.73985479	117.5440873	7.180671039	0.89751801	7.238966715	0.831983893	0.696319022
TCGA.08.0386.01A.01R.1849.01	265.1894171	268.7651622	266.2413412	9.152625334	4.732097701	2.281230555	1.164300429	15.08664126	17.7152291	0.14300464	2.396266584	1.501361055	5.217135036	0.420526466	148.4485671	38.69818826	8.270744573	2.635379635	136.4314524	4.383375772	0.471938173	5.598721822	0.865633965	0.740587156
TCGA.06.5414.01A.01R.1849.01	446.8350627	440.0127548	334.4431077	37.15317164	16.24864684	12.0401938	0.426661471	74.03352035	80.48640005	0.075396183	14.61618352	0.28270035	32.75191927	0.135963813	898.5878683	388.0161157	191.7285618	0.870768244	160.1230288	6.814779056	0.498527555	16.0383956	1.054676457	2.632752152
TCGA.28.5215.01A.01R.1850.01	220.4503924	268.904125	192.0105341	38.91541163	18.18332336	15.77545441	0.686776484	86.7854798	96.7729009	0.467877926	15.38040381	24.11396612	33.81932392	3.380936062	754.6791195	362.9250527	220.246951	16.28238278	170.0745197	6.097048306	0.839589121	7.901455354	1.707621673	0.961176022
TCGA.06.2557.01A.01R.1849.01	626.5986784	472.8395152	338.2399119	81.67230057	45.02467917	45.399245	1.868432185	173.4552312	268.7506433	1.65709146	58.01634927	10.4759195	73.81619285	9.019912363	1505.509316	661.0227573	56.46638022	39.50105275	325.0283565	18.91189283	1.601257086	14.23621083	3.198528112	2.411590574
TCGA.19.4065.02A.11R.2005.01	518.0404104	495.9135839	288.4932578	23.19375933	6.484433745	6.278270846	1.350762122	20.03708244	48.37790113	0.242415752	4.179731005	1.317436233	12.24989302	1.946301202	299.8468959	173.0591271	12.82019441	6.331931281	141.6561182	9.931249286	1.100014758	13.48951545	2.345789985	1.707543558
TCGA.26.5132.01A.01R.1850.01	358.856053	600.4907909	371.325978	24.73300345	7.958069202	6.136453722	1.120239747	51.51464953	76.84301628	0.144542045	5.490537623	13.32642477	6.182103782	3.535150609	560.1497004	113.634393	64.00730562	19.83514037	330.3959513	5.94607031	1.395259673	20.65982516	1.363877314	1.252673854
TCGA.19.1389.02A.21R.2005.01	391.7484641	447.81736	255.2718834	48.45055902	16.16986991	12.49034147	0.919308811	76.95239706	82.53651308	0.115410525	13.25213391	0.92389003	32.12385128	2.856808855	730.9994459	462.0492232	16.52385613	31.61169133	169.054113	6.528057336	1.034308733	20.89183227	1.07358628	0.767307033
TCGA.32.1982.01A.01R.1850.01	575.5056921	581.0052366	510.037846	50.71659231	26.21095738	14.78439814	1.295166939	80.13253806	119.2875252	0.69103282	17.99892887	0.853522087	51.81585697	1.892142308	971.7140918	414.3204356	167.3964097	4.512466999	241.636722	13.70569334	1.328066812	31.03565177	3.144450588	0.555277748
TCGA.19.2624.01A.01R.1850.01	170.3083222	87.08441077	95.72014243	10.76781238	3.647546343	1.748445872	0.396905079	13.81223882	14.08765899	0.157382544	1.352823208	3.340027003	2.607760175	0.886912057	95.98930011	41.890516	7.223180725	4.028667589	85.61610419	3.280831091	0.244854133	3.003233122	0.550384838	0.614255474
TCGA.06.2570.01A.01R.1849.01	183.7585546	257.7269948	218.1776237	27.2697697	16.34996396	10.28032837	0.349214898	40.89310508	49.24622405	0.108140213	12.49536984	0.056766516	29.05937466	0.063988292	457.8893195	241.0929667	218.3402405	0.179418152	190.9956093	6.057047425	0.282158243	6.571293994	0.675049068	1.406510315
TCGA.32.2634.01A.01R.1850.01	136.886951	107.3434118	158.6268727	19.33357941	7.896113869	7.690597361	0.585124556	39.89897198	58.13181662	0.496125253	10.0395291	0.554835956	26.62727704	4.560897619	329.0739485	203.1744735	163.5398661	0.156167697	201.9391107	3.398050119	0.146822438	6.896314214	0.306266454	0.548572724
TCGA.12.3650.01A.01R.1849.01	568.2309773	317.3070471	362.9840158	25.68963591	18.87393232	7.585225001	0.331082791	55.81415625	62.98412065	0.610628651	4.37233739	17.1429527	8.957805359	4.960326248	526.0170052	107.1409781	45.97843483	17.19215911	126.5698449	7.100405832	1.210969195	17.72952612	1.129409718	0.335232603
TCGA.06.0219.01A.01R.1849.01	402.8094623	239.5569615	312.8980516	22.88664845	32.81559698	3.617905672	0.55131027	26.16990404	39.94199347	0.32691526	7.050835844	1.458677014	20.78551757	1.418567204	612.761791	189.263211	13.63011773	8.891963591	118.2535828	4.211298993	0.568655775	5.190078038	1.080380909	0.756170932
TCGA.06.0141.01A.01R.1849.01	365.9547715	343.2815483	326.011199	65.09105897	41.10846467	13.56819191	0.958482591	71.79261798	114.5504786	0.206543117	11.94274623	32.09278879	15.74624525	6.110743108	1057.988431	256.6794524	46.30645686	27.24832273	224.5029185	13.47144421	0.499858555	3.266496985	1.146057279	0.506925886
TCGA.02.2486.01A.01R.1849.01	743.6662174	926.0488055	788.4137308	68.88433189	28.05247238	22.73036198	0.889165265	143.2852522	96.79702393	0.427767882	31.82232063	0.154862117	80.39447011	0.162925943	1057.600774	836.2242213	572.5112348	0.195784957	413.8542083	17.58387649	0.455152323	1.442761043	1.011058178	0.24865708
TCGA.28.5209.01A.01R.1850.01	352.0960559	362.1016959	235.9564368	12.06851508	5.159541605	2.873686958	0.192330339	16.04625202	31.6384841	0.199833753	5.109922793	0.543009736	14.94198835	0.157659766	202.3757563	116.1646373	58.54326653	2.680761557	182.1867438	4.842748232	0.736099775	16.07936684	1.358219189	1.212860735
TCGA.06.0156.01A.02R.1849.01	333.2332546	274.0114505	157.6026362	31.52824185	14.71953987	10.24834375	0.60455856	69.77281197	72.90420811	0.26326636	7.871428964	21.75843877	12.17791829	4.915690097	901.467896	226.9618037	52.07752203	19.90711947	151.2953181	5.190142897	0.424756969	6.106583868	2.377381523	1.254028884
TCGA.12.5295.01A.01R.1849.01	407.5426062	237.8054029	254.2741671	54.63105589	30.73502826	14.1709003	0.395446561	112.9049844	243.3185878	1.060938805	20.09823979	13.73189882	58.61240652	4.12269782	1635.627186	483.7515678	313.9634873	20.90303329	205.7952487	3.65858573	0.388013616	6.079679827	0.573700444	0.225514396
TCGA.06.0649.01B.01R.1849.01	424.0847234	341.5764036	306.3689961	68.41171899	44.14625375	31.41986968	1.134933568	92.14564139	177.8852734	0.812219827	15.09349128	39.51491894	18.81488017	9.321893293	1470.079575	312.2143306	132.5433781	27.8853126	225.9781776	8.809524732	0.848389378	15.03406483	0.780313268	1.305052542
TCGA.28.2513.01A.01R.1850.01	469.7529132	532.563958	408.6969888	62.88639207	29.9880928	24.01133813	1.510492108	156.7578987	177.075173	0.427819259	28.38046857	48.64338659	73.46208022	6.289308761	1723.844226	560.5219687	81.01855508	47.37200279	275.5760007	8.407932615	1.048314917	31.85223678	1.061257076	3.295102011
TCGA.06.0644.01A.02R.1849.01	549.4697234	458.1399613	317.8265204	32.75510407	15.12704163	12.45405397	0.312465323	49.91788723	95.95377016	0.854454064	24.21063861	12.4114422	32.87287129	4.12786433	739.0442415	295.0627574	31.33184028	8.417605693	152.3338057	3.243499714	0.658605298	15.89125647	0.985671596	1.850663326
TCGA.32.2615.01A.01R.1850.01	385.0319223	662.1858169	448.3444136	38.23658862	14.98201025	16.96315749	1.017978965	28.46620042	77.5820401	0.37613166	12.03149683	8.033168107	12.88893015	1.772026304	1081.593454	242.8604	66.77232513	12.79868815	326.7665694	16.10557305	0.868019583	55.70984459	1.410082669	3.423300784
TCGA.41.2571.01A.01R.1850.01	237.4356614	180.1354665	125.9032982	13.07798099	6.95933459	4.324451261	0.607023888	18.66975717	27.33281269	0.074990052	3.14206911	1.716307755	7.40358557	0.615302992	185.6566215	58.29901475	11.86509269	4.8319382	103.8275712	3.669711256	0.612510919	11.29777136	1.468593432	1.285932956
TCGA.28.2510.01A.01R.1850.01	159.8390717	140.607561	86.62570696	11.00983269	5.317884527	4.967048146	0.30984495	15.03097977	28.5997487	0.262936213	3.301960841	2.310090222	5.440682341	0.633252375	172.6383817	71.09550675	54.0194431	4.274774655	109.2809881	5.002602236	0.514930159	6.909272739	0.975657144	0.91705273
TCGA.06.2559.01A.01R.1849.01	223.7135371	155.2471762	107.1044562	16.22658364	9.772488721	6.422343403	0.468166041	30.24581648	33.12055202	0.205708362	6.234589481	1.943701062	8.283944307	1.205616776	284.0244746	128.0223559	64.78180809	3.084960574	111.7868137	5.019191997	0.506728322	10.08164028	2.618564221	1.110350055
TCGA.06.5410.01A.01R.1849.01	393.3569094	495.5093079	490.3815031	99.76366064	69.75319404	33.54272875	1.496431401	115.9765908	216.6493704	0.907604707	58.52244306	0.488053232	92.82247005	0.567607697	2266.881111	896.156095	73.77494555	24.62749631	411.7381588	16.46946022	0.813646155	16.64292057	1.853305131	1.016559093
TCGA.06.5412.01A.01R.1849.01	667.8439154	456.5107214	310.8870016	92.9664876	39.10939696	30.65255552	1.174942065	120.3173258	196.352644	0.837790378	30.81832873	23.87404152	33.57799796	5.174518199	1909.937654	650.6128819	435.8029767	25.41712675	241.907999	5.848049175	1.042740476	22.99337096	1.441485805	1.485346792
TCGA.27.1835.01A.01R.1850.01	367.3322439	117.0407711	161.5410353	7.194293933	2.316596526	1.11364666	1.736734696	16.06430786	22.30309073	0.051712389	3.308637325	1.085824438	6.040141996	0.516783899	112.2805243	60.80700123	5.537876989	3.972676229	109.4576001	4.821090515	0.156437554	10.9212539	0.675151548	0.33566867
TCGA.76.4932.01A.01R.1850.01	456.8232626	249.7582916	365.3855503	25.00622335	9.56753156	6.084436385	0.497177918	40.62181879	52.18167971	0.208827948	5.722955828	1.27676189	17.83484062	1.347120772	367.8749992	204.080146	101.6724981	4.669030522	127.8691826	2.580148603	0.222965345	7.980114819	0.781845584	0.239208806
TCGA.28.2499.01A.01R.1850.01	889.2304348	1087.356672	657.810545	30.34797915	13.31128324	7.701906468	0.584504667	88.46171264	83.60019823	0.089647025	7.646684697	2.393276401	20.50746201	1.323613439	528.0049672	274.5351742	25.71101063	12.16155285	547.8709578	29.48553586	1.278492533	52.18036413	3.298082532	1.820159132
TCGA.19.2625.01A.01R.1850.01	358.582061	221.1563632	207.006909	18.52547171	3.921323288	2.022643433	0.619647634	13.73001421	17.99725413	0.0232118	1.688862054	0.292432132	5.369385497	0.329635037	137.457381	81.45490725	3.271758546	4.663366253	134.0183041	7.150645864	0.189591564	1.406262366	0.750050836	0.259736042
TCGA.19.4065.01A.01R.2005.01	475.5889395	434.9912332	314.2067957	53.29137905	31.31039672	15.60182029	1.79945082	61.6808059	108.9589801	1.173311699	17.07890535	6.980332069	34.48568434	4.073034696	1229.728437	424.5859584	28.09562708	15.12841458	143.3087323	11.9330826	1.805143678	12.6425661	2.385330307	1.630386154
TCGA.06.5418.01A.01R.1849.01	250.3646733	344.9701497	228.2250424	23.29598804	17.73987029	5.054850871	0.320704023	29.43736706	46.00476402	0.141261828	2.159425924	0.889838286	2.79884031	2.016216873	406.2080176	145.5477417	9.47453068	5.981304327	200.5058946	4.443527705	0.361294625	8.136381329	1.722743556	1.112272142
TCGA.12.0821.01A.01R.1849.01	259.5561816	152.217568	162.4983045	14.48129218	5.227427751	2.861147567	0.187885206	17.94825559	35.47780511	0.218181696	2.540533982	0.754557663	5.506360807	2.490901364	178.0908091	72.98969034	5.573717269	4.274200906	235.5801491	4.0672232	0.454257042	7.063503588	0.917403055	0.71246809
TCGA.06.0211.02A.02R.2005.01	440.3617233	371.8366559	339.7177068	47.85810337	24.32786754	15.36378198	0.655252369	76.88545256	110.3931509	0.225455352	17.16546163	35.3864306	40.49369376	3.090561534	1105.27725	444.0640541	241.8455984	21.66139658	220.393027	8.001536106	0.767289911	19.6244896	1.586742075	0.999293477
TCGA.06.2558.01A.01R.1849.01	178.8763342	192.2711964	193.7548756	25.80842862	15.88222834	11.43433766	1.359435725	59.66322434	61.67803164	0.241774419	6.418902534	14.24442154	5.795533045	2.648045615	619.7958341	190.2959249	24.20001654	17.41822626	159.1795926	5.838170596	0.516284502	2.512211653	0.320300188	1.157396374
TCGA.06.0190.01A.01R.1849.01	398.5998709	492.3833075	345.1148491	58.03313186	22.92066062	26.73008085	1.015181283	120.6920285	143.9817109	0.610744679	19.8875811	38.30807743	18.33230359	9.143941258	1231.573748	425.2121396	53.6571553	32.59704319	227.5899407	10.35255836	1.211676711	24.44637505	1.390782339	1.180646623
TCGA.06.0211.01A.01R.1849.01	505.292231	349.6868478	371.8682009	38.30787039	16.12173973	11.85317505	0.474175352	79.06838003	106.4648075	0.112630117	16.56887429	26.99969561	44.80298258	5.311856496	889.0739866	460.6702307	238.1640303	19.78152551	169.9105766	5.243275218	1.078954925	25.65007046	2.132206215	1.673140906
TCGA.28.5208.01A.01R.1850.01	302.4042251	302.0720784	222.3936456	33.07819534	19.24258964	12.32151431	0.553404435	46.16240161	78.01738111	0.173018704	6.548370261	24.36663863	8.491666059	4.455877584	660.6224873	140.1133063	59.83857763	25.12704298	135.151494	4.727075469	0.347691748	11.00536073	0.61716761	1.619959735
TCGA.26.5134.01A.01R.1850.01	401.6497831	275.014777	221.6886116	30.62619274	10.38122179	5.977728918	0.773499705	18.95526764	73.85990298	0.617530741	8.70088066	1.178774977	17.54692125	1.860232464	396.3424575	220.0103946	103.2960512	5.893341503	111.0177802	10.77789091	0.25474377	8.523317462	1.429246625	1.011626613
TCGA.14.1823.01A.01R.1849.01	238.2156965	377.6854345	330.7210178	65.58310761	36.86277678	15.64079906	0.796541293	66.53655505	130.6480174	0.538172263	19.08114735	2.613172404	15.72046831	1.685105457	1615.063369	570.4873609	49.84500242	20.47570939	174.8110138	6.990537911	0.213681556	3.780954765	0.197615274	0.40570661
